Unnamed: 0,Player ID,Player Surname,Player Forename,Team,Position Id,recomendacion,cluster
5220,58786,Kelly,Martin,Liverpool,2,"[6298, 90801, 54771, 27348, 16234]","[1930, 3296, 5750, 7712, 9493, 11467, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 41270, 42427, 42593, 54772, 55604, 57214]"
5252,3119,Kenny,Patrick,Queens Park Rangers,1,"[1827, 1822, 19236, 10954, 20066]","[1803, 1822, 1827, 11334, 15337, 15749, 28491, 51940]"
5285,3630,Kevin Davies,,Bolton Wanderers,6,"[3731, 27450, 1765, 37572, 20450]","[3773, 40142]"
5316,15944,Kightly,Michael,Wolverhampton Wanderers,4,"[51887, 3658, 1256, 20664, 2570]","[1256, 20695, 41262, 51938]"
5334,14919,Kilgallon,Matthew,Sunderland,2,"[51511, 27348, 60232, 12674, 11248]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
5344,1934,King,Ledley,Tottenham Hotspur,2,"[16854, 1940, 1869, 6219, 1059]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
5365,9765,Klasnic,Ivan,Bolton Wanderers,6,"[42493, 4396, 20452, 38328, 36968]","[1765, 4255, 4396, 37084, 86168]"
5394,1587,Knight,Zat,Bolton Wanderers,2,"[11278, 1764, 1059, 2004, 5750]","[973, 1059, 1216, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
5419,42593,Kolarov,Aleksandar,Manchester City,2,"[19740, 4098, 14775, 12745, 55909]","[1930, 3296, 5750, 7712, 9493, 11467, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 41270, 42427, 54772, 55604, 57214, 58786]"
5431,12450,Kolo Touré,,Manchester City,2,"[19714, 61933, 87835, 1940, 34285]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
5445,17476,Kompany,Vincent,Manchester City,2,"[1718, 26725, 37269, 11911, 7551]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
5476,51507,Koscielny,Laurent,Arsenal,2,"[7933, 37742, 7551, 26793, 15943]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 68815]"
5509,28097,Kranjcar,Niko,Tottenham Hotspur,4,"[50023, 105086, 88821, 43191, 19688]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
5521,20480,Krul,Tim,Newcastle United,1,"[26756, 1822, 11334, 20066, 19236]","[39215, 59936]"
5559,4719,Kuyt,Dirk,Liverpool,4,"[1274, 3273, 49493, 15944, 34296]",[]
5593,11248,Kyrgiakos,Sotirios,Sunderland,2,"[86364, 39253, 51507, 91979, 53238]","[1131, 1940, 1989, 2399, 3665, 6298, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
5596,2051,Lampard,Frank,Chelsea,4,"[15944, 4374, 8597, 49944, 20141]",[]
5626,95703,Lancaster,Cameron,Tottenham Hotspur,6,"[89328, 40501, 39982, 36968, 91126]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 107853]"
5627,40564,Lansbury,Henri,Arsenal,4,"[999, 28342, 19197, 19946, 93666]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
5629,4374,Lappin,Simon,Norwich City,4,"[78056, 1840, 10425, 13308, 92488]","[999, 1307, 1615, 1840, 2559, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
5633,75773,Lee Chung-Yong,,Bolton Wanderers,4,"[19197, 81880, 999, 28342, 19946]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
5635,17349,Lennon,Aaron,Tottenham Hotspur,4,"[11829, 38297, 59325, 12882, 18737]","[7525, 11829, 37339, 38429, 59949]"
5658,7551,Lescott,Joleon,Manchester City,2,"[26725, 37269, 49539, 17468, 65807]","[1718, 1764, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
5689,45139,Lichaj,Eric,Aston Villa,2,"[87835, 27348, 80254, 74230, 103903]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 55909, 58845, 80235, 80254, 82514, 83428]"
5699,39725,Lindegaard,Anders,Manchester United,1,"[37634, 66797, 5288, 50264, 5207]","[4202, 5207, 5288, 9631, 10954, 15903, 17687, 17694, 18151, 20531, 26756, 37634, 38251, 41705, 50264, 51922, 88658]"
5707,14166,Lita,Leroy,Swansea City,6,"[15428, 1409, 43670, 19557, 40204]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
5723,49944,Livermore,Jake,Tottenham Hotspur,4,"[10454, 34296, 15076, 77800, 4990]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
5747,20452,Long,Shane,West Bromwich Albion,6,"[37572, 3773, 4570, 27450, 17500]","[14402, 26900, 38328, 43274, 49724]"
5779,92488,Lowe,Jason,Blackburn Rovers,4,"[1821, 15073, 3332, 5589, 40616]","[1821, 3332, 15073]"
5811,43191,Lucas Leiva,,Liverpool,4,"[77800, 4990, 27696, 15076, 37639]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
5823,66749,Lukaku,Romelu,Chelsea,6,"[40399, 59970, 66749, 32317, 80061]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
5831,4454,Løvenkrands,Peter,Newcastle United,6,"[66749, 59125, 50175, 19688, 66978]","[1619, 1795, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
5840,59970,Macheda,Federico,Manchester United,6,"[19916, 40399, 60865, 66978, 80061]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
5846,19196,Mackie,Jamie,Queens Park Rangers,4,"[44302, 34296, 19946, 18753, 20226]","[10425, 18753, 19959, 39202]"
5877,39982,Maierhofer,Stefan,Wolverhampton Wanderers,6,"[40399, 86168, 36968, 91126, 98769]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
5878,9110,Maloney,Shaun,Wigan Athletic,4,"[13227, 81025, 20481, 15076, 40616]","[363, 2019, 4990, 7670, 8442, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
5891,10425,Malouda,Florent,Chelsea,4,"[19946, 39104, 18753, 3, 18586]","[18753, 19196, 19959, 39202]"
5917,51887,Marcus Olsson,,Blackburn Rovers,4,"[56861, 17891, 4374, 78056, 42518]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
5929,19930,Mark Davies,,Bolton Wanderers,4,"[51938, 20467, 14668, 1411, 2404]",[]
5964,19341,Martin,Russell,Norwich City,2,"[26725, 65807, 1764, 17476, 19272]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
5968,39776,Martin,Chris,Norwich City,6,"[5692, 39776, 36968, 86168, 40399]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
6001,28654,Martin Olsson,,Blackburn Rovers,2,"[20488, 17336, 28146, 3785, 4098]","[1930, 3296, 5750, 7712, 9493, 11467, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 37847, 41270, 42427, 42593, 54772, 55604, 57214, 58786]"
6028,37939,Marveaux,Sylvain,Newcastle United,4,"[6769, 59304, 93666, 38530, 98464]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
6035,43670,Mata,Juan,Chelsea,6,"[1231, 12297, 37084, 26900, 20450]",[]
6069,13308,Maxi Rodríguez,,Liverpool,4,"[13524, 49323, 20481, 21091, 9110]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
6081,80181,McAleny,Conor,Everton,6,"[80061, 61538, 98769, 91126, 89328]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 89328, 91126, 95703, 107853]"
6083,50471,McArthur,James,Wigan Athletic,4,"[21091, 1632, 15114, 5589, 50471]","[1420, 7631, 11735, 16210, 16236, 20481, 28495, 49493, 52876, 55548]"
6114,19272,McAuley,Gareth,West Bromwich Albion,2,"[1764, 19008, 82514, 19341, 26725]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
6146,50472,McCarthy,James,Wigan Athletic,4,"[28301, 1411, 1632, 15114, 10561]","[1411, 1632, 2404, 14668, 15114, 21091, 28301, 39895, 40555]"
6179,63370,McClean,James,Sunderland,4,"[36903, 18737, 2570, 49013, 18818]","[18737, 40451]"
6202,88821,McEachran,Joshua,Swansea City,4,"[6769, 28566, 53371, 93666, 2559]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
6208,4445,McFadden,James,Everton,6,"[47412, 17500, 66749, 4445, 59125]","[1409, 1710, 3118, 3897, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
6215,61538,McManaman,Callum,Wigan Athletic,6,"[80061, 66978, 91126, 86168, 98769]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
6217,12780,Mears,Tyrone,Bolton Wanderers,2,"[53238, 51507, 91979, 39253, 86364]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
6218,19921,Meireles,Raul,Chelsea,4,"[14664, 56944, 36903, 19569, 27258]","[1274, 8597, 56979]"
6248,17127,Mertesacker,Per,Arsenal,2,"[1934, 2034, 65807, 7551, 1841]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
6269,53371,Meyler,David,Sunderland,4,"[6769, 83701, 28566, 93666, 2559]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
6276,66797,Mignolet,Simon,Sunderland,1,"[1822, 1827, 15749, 1945, 20480]","[1344, 1945, 40349, 45175]"
6305,28495,Mikel,John Obi,Chelsea,4,"[55422, 15076, 42518, 15114, 51938]","[1420, 7631, 11735, 16210, 16236, 20481, 49493, 50471, 52876, 55548]"
6327,41208,Milijas,Nenad,Wolverhampton Wanderers,4,"[38290, 40387, 18215, 1307, 14469]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
6347,15157,Milner,James,Manchester City,4,"[2051, 20141, 1812, 51887, 28499]","[3, 1814, 1936, 15237, 20141, 28568, 59013]"
6373,90801,Miquel,Ignasi,Arsenal,2,"[13439, 105322, 38462, 37269, 87835]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 91979, 92790, 103903, 105322, 106603]"
6377,92372,Miyaichi,Ryo,Bolton Wanderers,4,"[40660, 81025, 17891, 75773, 2559]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880]"
6389,35865,Modeste,Anthony,Blackburn Rovers,6,"[11721, 19916, 55415, 40275, 50175]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
6398,37055,Modric,Luka,Tottenham Hotspur,4,"[28554, 8758, 40451, 27341, 20664]",[]
6434,1950,Monk,Garry,Swansea City,2,"[1809, 6219, 1869, 17476, 12674]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
6450,15428,Moore,Luke,Swansea City,6,"[59970, 51484, 14166, 97612, 57835]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
6470,39464,Moras,Vangelis,Swansea City,2,"[91979, 51507, 53238, 86364, 42427]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
6471,40204,Morison,Steve,Norwich City,6,"[18953, 40501, 27697, 38328, 4570]",[40755]
6505,87860,Morris,Josh,Blackburn Rovers,2,"[105322, 38462, 39464, 91979, 51511]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 90801, 91979, 92790, 103903, 105322, 106603]"
6507,18008,Morrison,James,West Bromwich Albion,4,"[53392, 28499, 38429, 36903, 27258]",[]
6537,49013,Moses,Victor,Wigan Athletic,4,"[34392, 1212, 21083, 49493, 20467]",[34392]
6575,27696,Muamba,Fabrice,Bolton Wanderers,4,"[42518, 33298, 77800, 4990, 55548]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
6595,39895,Mulumbu,Youssuf,West Bromwich Albion,4,"[28301, 50471, 14668, 21091, 1411]","[1411, 1632, 2404, 14668, 15114, 21091, 28301, 40555, 50472]"
6630,1812,Murphy,Danny,Fulham,4,"[15237, 8597, 27258, 12002, 36903]",[]
6666,4142,Míchel Salgado,,Blackburn Rovers,2,"[90801, 6254, 16234, 1989, 74230]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
6675,18737,N'Zogbia,Charles,Aston Villa,4,"[34392, 38429, 59949, 28566, 20589]","[40451, 63370]"
6705,49323,N'Zonzi,Steven,Blackburn Rovers,4,"[41184, 14668, 1632, 21091, 28301]",[]
6737,38530,Nani,,Manchester United,4,"[28554, 20695, 8378, 18737, 36903]","[18892, 28554]"
6766,28554,Nasri,Samir,Manchester City,4,"[38429, 36903, 39217, 20664, 8758]","[18892, 38530]"
6797,49539,Naughton,Kyle,Norwich City,2,"[17997, 57214, 34285, 42996, 1930]","[9007, 9047, 11278, 15405, 17997, 20492, 32318, 37748, 40725, 42996, 45158, 58621, 76359]"
6829,19718,Nelsen,Ryan,Blackburn Rovers,2,"[61933, 19084, 34285, 37869, 105322]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
6835,1821,Neville,Philip,Everton,4,"[92372, 3273, 14898, 40564, 5043]","[3332, 15073, 92488]"
6862,38328,Ngog,David,Bolton Wanderers,6,"[20452, 3630, 3773, 49013, 4570]","[14402, 20452, 26900, 43274, 49724]"
6895,80061,Noble,Ryan,Sunderland,6,"[86168, 40501, 39982, 36968, 80061]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80181, 89328, 91126, 95703, 107853]"
6897,28568,O'Hara,Jamie,Wolverhampton Wanderers,4,"[4611, 10089, 15237, 34392, 18737]","[3, 1814, 1936, 15157, 15237, 20141, 59013]"
6916,3736,O'Shea,John,Sunderland,2,"[7712, 1764, 18846, 18658, 19272]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
6945,38429,Obertan,Gabriel,Newcastle United,4,"[37339, 11829, 59325, 17349, 56979]","[7525, 11829, 17349, 37339, 59949]"
6968,26900,Odemwingie,Peter,West Bromwich Albion,6,"[37352, 17500, 49013, 40501, 4570]","[14402, 20452, 38328, 43274, 49724]"
6998,19053,Onuoha,Nedum,Queens Park Rangers,2,"[11467, 19419, 58621, 45139, 37748]","[1930, 3296, 5750, 7712, 9493, 11467, 15968, 16234, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 41270, 42427, 42593, 54772, 55604, 57214, 58786]"
7015,20589,Orlandi,Andrea,Swansea City,4,"[1840, 1615, 81880, 5043, 92488]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
7018,12443,Orr,Bradley,Queens Park Rangers,2,"[80235, 19053, 61933, 15968, 14919]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
7036,8378,Osman,Leon,Everton,4,"[34392, 34296, 20208, 38429, 44302]","[1212, 12765, 21060, 21083, 28499, 53392]"
7066,1795,Owen,Michael,Manchester United,6,"[40399, 91126, 86168, 39776, 35865]","[1619, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 51484, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
7067,81880,Oxlade-Chamberlain,Alex,Arsenal,4,"[44302, 40660, 57069, 2019, 37939]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 92372]"
